,Title,Skills,Level,Link
295,"Influencing: Storytelling, Change Management and Governance"," Risk Management Framework, Persuasive Communication, Storytelling, Influencing, Governance, Governance Risk Management and Compliance, Risk Management, Change Management, Organizational Change, Communication, Conflict Management, Leadership, Enterprise Risk Management (ERM), Business Transformation, Risk Analysis, Negotiation, Operational Risk, Business Risk Management, Intercultural Competence, Stakeholder Management",Beginner,https://www.coursera.org/specializations/influencing-storytelling-change-management
296,Everyday Parenting: The ABCs of Child Rearing," Applied Behavior Analysis, Behavior Management, Positive Behavior Support, Parent Communication, Behavioral Management, Communication Strategies, Mental Health, Working With Children, Habit Formation, Community Mental Health Services, Family Support, Mental and Behavioral Health, Child Development, Constructive Feedback, Problem Solving",Beginner,https://www.coursera.org/learn/everyday-parenting
297,Protocolo de investigación médica: diseño y desarrollo," Statistical Analysis, Healthcare Ethics, Statistical Methods, Medical Science and Research, Clinical Research Ethics, Institutional Review Board (IRB), Statistics, Data Analysis, Sampling (Statistics), Clinical Research, Scientific Methods, Statistical Hypothesis Testing, Science and Research, Descriptive Statistics, Statistical Inference, Technical Writing, Responsible AI, Sample Size Determination, Artificial Intelligence",Beginner,https://www.coursera.org/learn/protocolo-medico
298,Career Success," Business Writing, Goal Setting, Negotiation, Time Management, Business Planning, Creative Thinking, Project Controls, Feasibility Studies, Cash Management, Entrepreneurship, Team Leadership, Business Correspondence, Financial Statement Analysis, Project Planning, Team Performance Management, Cost Control, Concision, Peer Review, Project Management, Communication",Beginner,https://www.coursera.org/specializations/career-success
299,AWS Cloud Support Associate," AWS Identity and Access Management (IAM), Infrastructure as Code (IaC), Command-Line Interface, Amazon CloudWatch, Identity and Access Management, AWS CloudFormation, Root Cause Analysis, Amazon DynamoDB, Customer Relationship Building, Network Troubleshooting, Amazon Web Services, Customer Relationship Management, Software Architecture, IT Automation, Linux Commands, Cloud Computing, Web Applications, Information Technology, Customer Service, Software Development",Beginner,https://www.coursera.org/professional-certificates/aws-cloud-support-associate
300,Create a High-Performing Team," People Management, Team Leadership, Team Management, Management Training And Development, Team Performance Management, Team Building, Leadership and Management, Organizational Leadership, Teamwork, Relationship Management, Leadership, Culture Transformation, Organizational Effectiveness, Relationship Building, Internal Communications, Communication Strategies, Willingness To Learn, Lifelong Learning, AI Enablement",Beginner,https://www.coursera.org/learn/google-create-a-high-performing-team
301,Think like a CFO," Financial Statements, Financial Statement Analysis, Financial Market, Finance, Corporate Finance, Income Statement, Accounting, Financial Management, Cash Flows, Balance Sheet, Financial Acumen, Accrual Accounting, Financial Accounting, Cash Management, Financial Data, Capital Budgeting, Corporate Accounting, Management Accounting, Financial Analysis, General Finance",Beginner,https://www.coursera.org/specializations/thinklikeacfo
302,IBM Hybrid Cloud Architect," Cloud-Native Computing, Cloud Security, Infrastructure as Code (IaC), Cloud Storage, Hybrid Cloud Computing, Systems Analysis, Process Improvement, Cloud Computing, Cloud Engineering, Cloud Solutions, Cloud Development, Requirements Analysis, Data Modeling, Multi-Cloud, DevOps, Docker (Software), Solution Design, Microservices, Infrastructure As A Service (IaaS), Information Technology",Intermediate,https://www.coursera.org/professional-certificates/ibm-hybrid-cloud-architect
303,Preparing for Google Cloud Certification: Cloud Network Engr," Application Performance Management, Distributed Denial-Of-Service (DDoS) Attacks, Google Cloud Platform, Cloud Infrastructure, Load Balancing, Prompt Engineering, Kubernetes, Network Performance Management, Network Monitoring, Prompt Engineering Tools, Firewall, Containerization, Virtual Networking, Network Architecture, Network Planning And Design, Infrastructure As A Service (IaaS), Prompt Patterns, Network Routing, Virtual Private Networks (VPN), Dashboard Creation",Intermediate,https://www.coursera.org/professional-certificates/google-cloud-networking
304,NASM Personal Fitness Trainer," Nutrition Education, Patient Education And Counseling, Basic Life Support (BLS) Certification, Neurology, Automated External Defibrillator, Cardiopulmonary Resuscitation (CPR), Overcoming Obstacles, Mechanics, Injury Prevention, Public Health, Anatomy, Health Promotion, Exercise Therapy, Meal Planning And Preparation, Medical Terminology, Motivational Skills, Needs Assessment, Chronic Diseases, Adaptability, Communication",Beginner,https://www.coursera.org/professional-certificates/nasm-personal-fitness-trainer
305,Microsoft Project Management: Build Job-Ready Skills," Stakeholder Management, Communication Planning, Virtual Teams, Team Management, Team Leadership, Plan Execution, Scheduling, Conflict Management, Project Schedules, Project Management Life Cycle, Project Management, Teamwork, Project Management Office (PMO), Stakeholder Analysis, Risk Mitigation, Agile Product Development, Risk Management, Communication, Planning, Budgeting",Beginner,https://www.coursera.org/professional-certificates/microsoft-project-management
306,Preparing for Google Cloud Certification: Cloud Developer," Gemini, API Gateway, Google Gemini, Cloud Applications, Cloud-Native Computing, Kubernetes, Google Cloud Platform, Cloud Development, Containerization, Cloud Infrastructure, Application Deployment, Prompt Engineering, CI/CD, Serverless Computing, Microservices, Application Development, Identity and Access Management, Cloud Computing, Cloud Storage, Debugging",Intermediate,https://www.coursera.org/professional-certificates/google-cloud-developer
307,Successful Negotiation: Essential Strategies and Skills," Contract Negotiation, Negotiation, Price Negotiation, Mediation, Arbitration, Intercultural Competence, Conflict Management, Cultural Sensitivity, Influencing, Business Ethics, Decision Making, Ethical Standards And Conduct, Planning, Constructive Feedback, Analysis",Beginner,https://www.coursera.org/learn/negotiation-skills
308,Johns Hopkins Medical Office Manager," Medical Billing and Coding, Denial Management, Patient Registration, Care Management, Medical Privacy, Revenue Cycle Management, Practice Management, Organizational Change, Change Management, Health Insurance Portability And Accountability Act (HIPAA) Compliance, Performance Review, Data Management, ICD Coding (ICD-9/ICD-10), Medical Terminology, Claims Processing, Medical Billing, Patient Safety, Continuous Quality Improvement (CQI), Medical Management, Data Analysis",Beginner,https://www.coursera.org/professional-certificates/johns-hopkins-medical-office-manager
309,Risk Management," Credit Risk, Operational Risk, Portfolio Risk, Risk Management, Risk Management Framework, Business Risk Management, Risk Modeling, Risk Appetite, Risk Mitigation, Governance Risk Management and Compliance, Financial Market, Enterprise Risk Management (ERM), Risk Control, Risk Analysis, Derivatives, Governance, Portfolio Management, Compliance Management, Project Risk Management, Capital Markets",Beginner,https://www.coursera.org/specializations/risk-management
310,Introduction to Financial Accounting," Financial Statements, Financial Statement Analysis, Accrual Accounting, Financial Accounting, Financial Reporting, Accruals, Accounting, Financial Analysis, Balance Sheet, Income Statement, Generally Accepted Accounting Principles (GAAP), Cash Flows, Bookkeeping, Revenue Recognition, Business Metrics, Accounting Records, Return On Investment, Performance Measurement, Operational Performance Management",Mixed,https://www.coursera.org/learn/wharton-accounting
311,Microsoft Full-Stack Developer," Microsoft Copilot, CI/CD, Cascading Style Sheets (CSS), GitHub, C# (Programming Language), HTML and CSS, Azure DevOps, Load Balancing, Object Oriented Design, Continuous Integration, Version Control, Git (Version Control System), Role-Based Access Control (RBAC), Continuous Delivery, Scalability, ASP.NET, Full-Stack Web Development, SQL, .NET Framework, Graph Theory",Beginner,https://www.coursera.org/professional-certificates/microsoft-full-stack-developer
312,Machine Learning in Production," Model Deployment, MLOps (Machine Learning Operations), Application Deployment, Model Training, Continuous Deployment, Model Evaluation, Data Preprocessing, Model Optimization, Machine Learning, Applied Machine Learning, Data Validation, Data Integrity, Data Maintenance, Data Quality, Data Synthesis, Data Collection, System Monitoring, Continuous Monitoring, Unstructured Data",Intermediate,https://www.coursera.org/learn/introduction-to-machine-learning-in-production
313,Electronic Health Record/Reimbursement Fundamentals," Professionalism, Payment Processing and Collection, Care Management, Patient Communication, Medical Coding, Patient-centered Care, Healthcare Ethics, Medicare, Professional Development, Data Integrity, Interpersonal Communications, Empathy, Teamwork, Ethical Standards And Conduct, Conflict Management, Interoperability, Cultural Responsiveness, Emotional Intelligence, Communication, Time Management",Beginner,https://www.coursera.org/specializations/eletronic-health-recrord-reimbursement-fundamentals
314,Google Cloud Digital Leader Training," Cloud Management, Serverless Computing, Google Cloud Platform, Digital Transformation, Data Governance, Cloud Services, Distributed Denial-Of-Service (DDoS) Attacks, Cloud Security, Cloud Infrastructure, Artificial Intelligence and Machine Learning (AI/ML), Application Programming Interface (API), Real Time Data, Business Transformation, Data Management, Hybrid Cloud Computing, Data Warehousing, Artificial Intelligence, Infrastructure As A Service (IaaS), Cloud Computing, Cyber Governance",Beginner,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training
315,Capstone: Applying Project Management in the Real World," Sprint Retrospectives, Stakeholder Communications, Quality Assessment, Project Management, Quality Management, Product Quality (QA/QC), Quality Assurance, Milestones (Project Management), Stakeholder Management, Stakeholder Engagement, Project Implementation, AI Enablement, Project Coordination, Interviewing Skills, Project Scoping, Meeting Facilitation, Smart Goals, Project Documentation, Project Planning, Problem Solving",Beginner,https://www.coursera.org/learn/applying-project-management
316,Google Cloud Database Engineer," Google Cloud Platform, Cloud Infrastructure, Application Deployment, Prompt Engineering, Kubernetes, Prompt Engineering Tools, Containerization, Database Architecture and Administration, MySQL, Dataflow, PostgreSQL, Identity and Access Management, Data Migration, Cloud Management, Cloud Security, Cloud Applications, Operational Databases, Data Maintenance, Database Design, Database Management",Intermediate,https://www.coursera.org/specializations/google-cloud-database-engineer
317,Mathematics for Machine Learning," Dimensionality Reduction, Linear Algebra, Regression Analysis, NumPy, Calculus, Unsupervised Learning, Applied Mathematics, Statistical Methods, Descriptive Statistics, Model Optimization, Mathematical Software, Jupyter, Statistics, Numerical Analysis, Applied Machine Learning, Geometry, Artificial Neural Networks, Data Science, Data Manipulation, Data Transformation",Beginner,https://www.coursera.org/specializations/mathematics-machine-learning
318,Cryptography I," Cryptography, Data Encryption Standard, Cryptographic Protocols, Encryption, Key Management, Advanced Encryption Standard (AES), Public Key Cryptography Standards (PKCS), Cybersecurity, Application Security, Authentications, Data Integrity, Algorithms, Arithmetic, Probability",Mixed,https://www.coursera.org/learn/crypto
319,People & Soft Skills: Essential for Professional Success," Problem Solving, Presentations, Collaboration, Critical Thinking and Problem Solving, Root Cause Analysis, Constructive Feedback, Interpersonal Communications, Oral Expression, Communication, Team Collaboration, Persuasive Communication, Creative Problem-Solving, Virtual Teams, Social Skills, Public Speaking, Verbal Communication Skills, Professional Development, Professionalism, Ability To Meet Deadlines, Operational Efficiency",Beginner,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
320,The Psychology of Negotiation: How to Find Elegant Trades," Contract Negotiation, Goal Setting, Conflict Management, Communication Strategies, Value Propositions, Prioritization, Contingency Planning",Beginner,https://www.coursera.org/learn/psychology-of-negotiation
321,Mental Health Care Fundamentals," Healthcare Ethics, Conflict Management, Patient Communication, Medical Privacy, Child Development, Cultural Responsiveness, Intercultural Competence, Human Development, Mental Health Diseases and Disorders, Gerontology, Psychiatry, Patient-centered Care, Cultural Diversity, Mental Health Therapies, Professionalism, Psychotherapy, Clinical Psychology, Childhood Education and Development, Mental and Behavioral Health, Mental Health",Beginner,https://www.coursera.org/specializations/mental-health-care-fundamentals
322,Share Data Through the Art of Visualization," Data Storytelling, Data Visualization, Data Presentation, Interactive Data Visualization, Tableau Software, Presentations, Data Visualization Software, Dashboard, Dashboard Creation, Data Analysis, Web Content Accessibility Guidelines, Driving engagement, Design Elements And Principles, Color Theory",Beginner,https://www.coursera.org/learn/visualize-data
323,AWS Cloud Solutions Architect," AWS Identity and Access Management (IAM), Amazon CloudWatch, Identity and Access Management, Data Lakes, Amazon DynamoDB, Serverless Computing, Cloud Computing, Amazon S3, Scalability, Cloud Infrastructure, Amazon Elastic Compute Cloud, Event-Driven Programming, Cloud Security, Cloud Management, Solution Architecture, Data Visualization, Amazon Web Services, Data Architecture, Cloud Computing Architecture, Cloud Engineering",Intermediate,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect
324,AWS Cloud Technology Consultant," AWS Identity and Access Management (IAM), Infrastructure as Code (IaC), Large Language Modeling, Amazon CloudWatch, Identity and Access Management, AWS CloudFormation, Amazon DynamoDB, Software Development Life Cycle, CI/CD, Amazon Web Services, Professional Networking, Prompt Engineering, IT Automation, Extract, Transform, Load, Software Architecture, Cloud Computing Architecture, Cloud Management, Data Management, Problem Solving, Teamwork",Beginner,https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant
325,Understanding the Brain: The Neurobiology of Everyday Life," Sensory Systems Analysis, Neurology, Psychology, Physiology, Life Sciences, Anatomy, Behavioral Health, Electrophysiology, Human Musculoskeletal System, Mental Health Diseases and Disorders, Vital Signs, Cell Biology, Language Disorders, Coordination, Biology",Beginner,https://www.coursera.org/learn/neurobiology
326,Learn SQL Basics for Data Science," Presentations, Data Governance, SQL, Data Presentation, Apache Spark, Distributed Computing, Descriptive Statistics, Data Lakes, Data Storytelling, Peer Review, Data Quality, Exploratory Data Analysis, Descriptive Analytics, Data Architecture, Data Literacy, Data Pipelines, Databricks, Data Analysis, Complex Problem Solving, JSON",Beginner,https://www.coursera.org/specializations/learn-sql-basics-data-science
327,AI Product Management," Deep Learning, MLOps (Machine Learning Operations), Responsible AI, Model Evaluation, Data Ethics, Data Management, Experience Design, Unsupervised Learning, Model Training, User Experience Design, Data Quality, Model Deployment, Data Preprocessing, Human Centered Design, Machine Learning, Regression Analysis, Project Management, Product Management, Product Design, Data Science",Beginner,https://www.coursera.org/specializations/ai-product-management-duke
328,Introduction to Mathematical Thinking," Advanced Mathematics, Mathematical Theory & Analysis, Mathematics and Mathematical Modeling, Calculus, Mathematics Education, Deductive Reasoning, General Mathematics, Logical Reasoning",Intermediate,https://www.coursera.org/learn/mathematical-thinking
329,Financial Engineering and Risk Management," Portfolio Management, Derivatives, Financial Market, Securities (Finance), Investment Management, Portfolio Risk, Asset Management, Credit Risk, Mortgage Loans, Mathematical Modeling, Investments, Applied Mathematics, Risk Modeling, Estimation, Capital Markets, Futures Exchange, Financial Modeling, Regression Analysis, Market Liquidity, Statistical Methods",Intermediate,https://www.coursera.org/specializations/financialengineering
330,Security in Google Cloud," Google Cloud Platform, Cloud Infrastructure, Identity and Access Management, Data Loss Prevention, Distributed Denial-Of-Service (DDoS) Attacks, Prompt Engineering, Kubernetes, Prompt Engineering Tools, Cloud Security, Containerization, Infrastructure As A Service (IaaS), Prompt Patterns, OAuth, Cloud Platforms, Cloud Storage, Cloud Services, Security Controls, Threat Management, Application Security, Data Security",Intermediate,https://www.coursera.org/specializations/security-google-cloud-platform
331,Java Programming Fundamentals," Object Oriented Programming (OOP), File I/O, Data Persistence, Object Oriented Design, Java, Java Programming, File Management, Memory Management, Application Development, File Systems, Maintainability, Computer Programming, Data Store, Software Design, Development Environment, Program Development, Programming Principles, Computer Programming Tools, Data Structures, Integrated Development Environments",Beginner,https://www.coursera.org/specializations/java-programming-fundamentals
332,Epic Games Game Design," Game Design, Unreal Engine, Video Game Development, Ideation, 3D Modeling, Software Documentation, Animation and Game Design, Software Design Documents, 3D Assets, Visualization (Computer Graphics), User Experience Design, Usability, User Interface (UI), User Interface and User Experience (UI/UX) Design, User Experience, User Interface (UI) Design, Interactive Design, Collaborative Software, Virtual Environment, Prototyping",Beginner,https://www.coursera.org/professional-certificates/epic-games-game-design-professional-certificate
333,Astronomy: Exploring Time and Space," Physical Science, Physics, Engineering, Scientific, and Technical Instruments, Life Sciences, Chemistry, electromagnetics, General Science and Research, Scientific Methods, Research",Beginner,https://www.coursera.org/learn/astro
334,Real-World AI for Everyone," AI literacy, Retrieval-Augmented Generation, AI powered creativity, AI Product Strategy, Productivity Software, Generative AI, AI Personalization, Artificial Intelligence and Machine Learning (AI/ML), Responsible AI, Business Communication, Productivity, Operational Efficiency, Administration, Business Operations, Planning, Project Planning, Business Planning, Project Management, Business Administration, Business",Beginner,https://www.coursera.org/specializations/real-world-ai-for-everyone
335,Keller Williams Real Estate Agent," Lead Generation, Administrative Support, Real Estate, Office Management, Real Estate Sales, Value Propositions, Office Procedures, Property and Real Estate, Sales Process, Customer Relationship Building, Database Management, Sales Development, Prospecting and Qualification, Business Administration, Real Estate Transactions, Sales Prospecting, Customer Acquisition Management, Contract Negotiation, Interpersonal Communications, Goal Setting",Beginner,https://www.coursera.org/professional-certificates/keller-williams-real-estate-agent
336, System Administration and IT Infrastructure Services," Systems Administration, IT Infrastructure, Lightweight Directory Access Protocols, Cloud Management, Operating System Administration, Active Directory, Server Administration, Disaster Recovery, Cloud Infrastructure, Technical Consulting, Information Technology, System Configuration, Cloud Computing, Cloud Services, Servers, Network Administration, Network Infrastructure, Data Storage",Beginner,https://www.coursera.org/learn/system-administration-it-infrastructure-services
337,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator," Negotiation, Conflict Management, Communication Strategies, Communication, Persuasive Communication, Influencing, Relationship Building, Collaboration, Decision Making, Game Theory, Strategic Decision-Making, Strategic Communication",Mixed,https://www.coursera.org/learn/negotiation
338,Preparing  Data for Analysis with Microsoft Excel," Microsoft Excel, Excel Formulas, Spreadsheet Software, Power BI, Data Analysis, Timelines, Data Management, Data Wrangling, Data Entry, Data Presentation, Data Manipulation",Beginner,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel
339,Introduction to Philosophy," Liberal Arts, Political Sciences, Research, Psychology, Social Studies, Scientific Methods, Science and Research, Research Methodologies, Ethical Standards And Conduct",Mixed,https://www.coursera.org/learn/philosophy
340,Intellectual Property Law," Intellectual Property, Branding, Brand Marketing, Brand Strategy, Legal Strategy, Brand Management, Asset Protection, Promotional Strategies, Case Law, Regulation and Legal Compliance, Packaging and Labeling, Legal Risk, Case Studies, Asset Management, Law, Regulation, and Compliance, Marketing, Innovation, Strategic Thinking, Business Strategy, Planning",Intermediate,https://www.coursera.org/specializations/introduction-intellectual-property
341,Introductory Human Physiology," Physiology, Pulmonology, Respiration, Anatomy, Endocrinology, Cardiology, Human Musculoskeletal System, Nephrology, Hemodynamics, Biology, Vital Signs, Electrophysiology, Sensory Systems Analysis, Blood Pressure, Cell Biology, Neurology",Beginner,https://www.coursera.org/learn/physiology
342,Amazon Junior Software Developer," File I/O, Git (Version Control System), Software Development Methodologies, JUnit, Requirements Analysis, Version Control, Systems Development Life Cycle, Application Development, Software Development Life Cycle, Full-Stack Web Development, Test Driven Development (TDD), SQL, Software Development, Restful API, Database Management, Object Oriented Programming (OOP), Digital Transformation, GitHub Copilot, Java Programming, Generative AI",Beginner,https://www.coursera.org/professional-certificates/amazon-junior-software-developer
343,"Unsupervised Learning, Recommenders, Reinforcement Learning"," Unsupervised Learning, Machine Learning Methods, Applied Machine Learning, Responsible AI, Data Ethics, Machine Learning, Machine Learning Algorithms, Supervised Learning, Artificial Intelligence, Reinforcement Learning, AI Personalization, Artificial Neural Networks, Deep Learning, Anomaly Detection, Model Optimization, Dimensionality Reduction",Beginner,https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning
344,AWS Fundamentals," AWS Identity and Access Management (IAM), Amazon CloudWatch, Amazon Web Services, Serverless Computing, Identity and Access Management, Amazon DynamoDB, Amazon Elastic Compute Cloud, Cloud Computing, Amazon S3, Scalability, Cloud Infrastructure, Event-Driven Programming, Data Migration, Cloud Security, Cloud Storage, Cloud Management, Solution Architecture, Cloud Computing Architecture, Cloud Services, Cloud Solutions",Beginner,https://www.coursera.org/specializations/aws-fundamentals
345,Work Smarter with Microsoft Word," Microsoft Word, Microsoft 365, Collaborative Software, Microsoft Office, Productivity Software, Document Management, Technical Documentation, Microsoft Windows, Writing, Editing, Computer Literacy, Peer Review",Beginner,https://www.coursera.org/learn/microsoft-word-work-smarter
346,Academic English: Writing," Grammar, Peer Review, Editing, Writing, Writing and Editing, Organizational Skills, Research, Proofreading, Report Writing, Research Methodologies, Critical Thinking, English Language, Literacy, Planning, Persuasive Communication, Style Guides, Reliability",Beginner,https://www.coursera.org/specializations/academic-english
347,Crash Course on Python," Program Development, Programming Principles, Scripting Languages, Scripting, Python Programming, Computer Programming, Computational Thinking, Data Structures, Data Store, Integrated Development Environments, Debugging, Computer Programming Tools, Development Environment",Beginner,https://www.coursera.org/learn/python-crash-course
348,Creative Writing," Editing, Storytelling, Peer Review, Writing and Editing, Writing, Creativity",Beginner,https://www.coursera.org/specializations/creative-writing
349,Preparing for Google Cloud Certification: Cloud Data Engr," Dashboard Creation, Real Time Data, Data Lakes, Model Deployment, Google Cloud Platform, Feature Engineering, PySpark, Dataflow, Data Pipelines, Cloud Storage, Data Import/Export, Big Data, Apache Spark, Apache Hadoop, Dashboard, Cloud Engineering, Data Architecture, Data Governance, Apache Kafka, Data Warehousing",Intermediate,https://www.coursera.org/professional-certificates/gcp-data-engineering
350,Speed Up Data Analysis and Presentation Building," Data Visualization, Data Presentation, Responsible AI, Prompt Engineering, Graphing, Prompt Patterns, Data Analysis, Spreadsheet Software",Beginner,https://www.coursera.org/learn/google-speed-up-data-analysis-and-presentation-building
351,"TESOL Certificate, Part 2: Teach English Now!"," Oral Comprehension, Learning Management Systems, Education Software and Technology, Digital pedagogy, Teaching, Language Competency, Literacy, Technology Strategies, Grammar, English Language, Language Learning, digital literacy, Digital Transformation",Beginner,https://www.coursera.org/specializations/tesol-certificate-2
352,Foundations of Data Science," Data Storytelling, Data Ethics, Data Analysis, Data-Driven Decision-Making, Analytics, Workflow Management, Data Science, Advanced Analytics, Analytical Skills, Business Solutions, Technical Communication, Process Design, Project Management, Communication, Stakeholder Communications, Machine Learning",Advanced,https://www.coursera.org/learn/foundations-of-data-science
353,The Integration of Art and Science in Modern Dental Medicine," Dental Care, Oral and Dental Care, Dentistry, Patient Evaluation, Dental Procedures, Oral Health, Periodontology, Dental Informatics, Oral Cancer Screening, Cardiology, Developmental Disabilities, Disabilities, Pain Management, General Medicine, Biomedical Technology, Biomedical Engineering, Endocrinology, Medical History Documentation, Oncology, Anatomy",Intermediate,https://www.coursera.org/specializations/art-and-science-of-dental-medicine
354,Microsoft Back-End Developer," CI/CD, C# (Programming Language), Azure DevOps, Load Balancing, Object Oriented Design, Continuous Integration, Role-Based Access Control (RBAC), Continuous Delivery, Scalability, Authentications, ASP.NET, SQL, Microsoft Copilot, .NET Framework, Relational Databases, Database Management, Graph Theory, Back-End Web Development, Program Development, Data Structures",Beginner,https://www.coursera.org/professional-certificates/microsoft-back-end-developer
355,Microsoft Generative AI Engineering," Generative AI, Responsible AI, Generative Model Architectures, Multimodal Prompts, Prompt Engineering, MLOps (Machine Learning Operations), Generative Adversarial Networks (GANs), Azure DevOps Pipelines, AI Security, Fine-tuning, Data Ethics, AI Orchestration, AI Workflows, Model Deployment, Azure DevOps, Microsoft Azure, ChatGPT, AI Integrations, Artificial Intelligence and Machine Learning (AI/ML), Python Programming",Intermediate,https://www.coursera.org/professional-certificates/microsoft-generative-ai-engineering
356,AI Foundations for Business Professionals," Prompt Engineering, Retrieval-Augmented Generation, Generative AI, Generative AI Agents, Prompt Patterns, Agentic Workflows, Responsible AI, Generative Model Architectures, Multimodal Prompts, AI Enablement, Artificial Neural Networks, Data Ethics, Governance, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Agentic systems, Business Ethics, Risk Management, Machine Learning, Project Management",Beginner,https://www.coursera.org/specializations/ai-foundations-business-professionals
357,Introduction to Psychology," Psychology, Clinical Psychology, Mental Health Diseases and Disorders, Sensory Systems Analysis, Psychiatry, Mental Health Therapies, Human Development, Learning Theory, Psychotherapy, Mental Health, Social Sciences, Applied Behavior Analysis, Scientific Methods, Sociology, Neurology, Child Development, Experimentation",Mixed,https://www.coursera.org/learn/introduction-psych
358,Introduction to Programming with Python and Java," File I/O, Matplotlib, Object Oriented Design, Java, Object Oriented Programming (OOP), Data Analysis, Unit Testing, Pandas (Python Package), Java Programming, Eclipse (Software), Application Development, Data Visualization, Data Structures, Data Science, Data Cleansing, Debugging, Programming Principles, Computer Programming Tools, Python Programming, Computer Programming",Beginner,https://www.coursera.org/specializations/programming-python-java
359,"Data Engineering, Big Data, and Machine Learning on GCP"," Dashboard Creation, Model Deployment, Feature Engineering, PySpark, Data Import/Export, Big Data, Apache Spark, Apache Hadoop, Dashboard, Data Architecture, Data Governance, Apache Kafka, Data Store, Cloud Services, Cloud Deployment, Data Access, Cloud API, Data Quality, Data Cleansing, Machine Learning Methods",Intermediate,https://www.coursera.org/specializations/gcp-data-machine-learning
360,Introduction to Cosmetic Science and Ingredients," Quality Control, Statistical Process Controls, Laboratory Procedures, Laboratory Testing, Ideation, Market Analysis, Good Manufacturing Practices, Product Quality (QA/QC), Feasibility Studies, Chemistry, Quality Assurance, Regulatory Compliance, Quality Management, Performance Testing, Customer Insights, Safety Standards, Product Design, Biochemistry, General Science and Research, Ethical Standards And Conduct",Beginner,https://www.coursera.org/specializations/introduction-to-cosmetic-science
361,"Assets, Threats, and Vulnerabilities"," Threat Modeling, Threat Management, Vulnerability Management, Cyber Threat Intelligence, Security Awareness, Cybersecurity, Vulnerability Assessments, Threat Detection, MITRE ATT&CK Framework, Data Security, Cyber Security Strategy, Cyber Risk, Authorization (Computing), Malware Protection, Authentications, Security Controls, Risk Management Framework, Identity and Access Management, Data Management, Cryptography",Beginner,https://www.coursera.org/learn/assets-threats-and-vulnerabilities
362,"Python for Data Science, AI & Development"," Python Programming, NumPy, Data Analysis",Beginner,https://www.coursera.org/learn/python-for-applied-data-science-ai
363,Introduction to Electronics," Electronic Components, Semiconductors, Electronics, Electrical Engineering, Basic Electrical Systems, Electronics Engineering, Engineering Analysis, Engineering Calculations, Mathematical Modeling",Mixed,https://www.coursera.org/learn/electronics
364,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)," Computer Architecture, Hardware Architecture, Computer Hardware, Computer Engineering, Computer Science, Computer Systems, Microarchitecture, Computational Logic, System Programming, Computer Programming, System Design and Implementation, Technical Design, Memory Management, Program Development, Verification And Validation",Mixed,https://www.coursera.org/learn/build-a-computer
365,IBM Program Manager," User Story, Program Management, Stakeholder Management, Resource Allocation, Change Control, Agile Software Development, Scrum (Software Development), Stakeholder Engagement, Agile Methodology, Kanban Principles, Project Management Life Cycle, Backlogs, Change Management, Project Management Office (PMO), Stakeholder Communications, Organizational Change, Responsible AI, Program Implementation, Project Management, Leadership",Beginner,https://www.coursera.org/professional-certificates/ibm-program-manager
366,Digital Marketing," Data-Driven Marketing, Digital Brand Strategy, Digital Marketing Campaigns, Customer Engagement, Journey Mapping, Digital Marketing Tools, Direct Marketing, Driving engagement, Marketing Strategy and Techniques, Online Advertising, Digital Advertising, MarTech, Strategic Marketing, Data Architecture, Social Media Marketing, Consumer Behaviour, Customer Insights, Emerging Technologies, Experimentation, Data Visualization",Beginner,https://www.coursera.org/specializations/digital-marketing
367,Data Science," Shiny (R Package), Rmarkdown, Exploratory Data Analysis, Model Evaluation, R (Software), Regression Analysis, Leaflet (Software), Version Control, Statistical Analysis, R Programming, Data Manipulation, Data Cleansing, Data Science, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Data Wrangling, Data Visualization, Machine Learning, GitHub",Beginner,https://www.coursera.org/specializations/jhu-data-science
368,Search Engine Optimization (SEO)," Keyword Research, Search Engine Optimization, Persona Development, Content Optimization, Content Creation, Social Media Strategy, Web Analytics and SEO, Client Services, Social Media Campaigns, Social Media, Content Strategy, Search Engine Marketing, Social Media Marketing, Competitive Analysis, Target Audience, Data Analysis, Digital Media Strategy, Analytics, Branding, Content Marketing",Beginner,https://www.coursera.org/specializations/seo
369,SEO Mastery: From Fundamentals to GenAI and GEO Strategies," Generative Engine Optimization (GEO), Prompt Engineering, Web Analytics and SEO, Search Engine Optimization, Search Engine Marketing, Generative AI, Marketing Strategy and Techniques, Blogs, Digital Marketing, Content Marketing, Content Creation, Web Content, Semantic Web, Keyword Research, Content Strategy, Growth Strategies, Artificial Intelligence, Web Analytics, Competitive Analysis, Performance Measurement",Intermediate,https://www.coursera.org/specializations/seo-mastery-from-fundamentals-to-genai-and-geo-strategies
