Kategori_Pencarian,Posisi,Perusahaan,Lokasi,Link,Job_Description
cyber-security,Cyber Business Information Security Officer | Business-Aligned,Macquarie Group,Indonesia,https://id.jobstreet.com/id/job/92045771?type=standard&ref=search-standalone&origin=cardTitle#sol=2e7cca49beab7b511a283c49ad560f290efbf002,"Additional office locations
Sydney
Job ID
20479
Date
28-Apr-2026
Permanent - Full time, Senior
Job category
Technology - Security
In this role, you will act as the trusted advisor for cybersecurity to a broad range of stakeholders including technology, finance, risk and compliance teams, and legal. This role is business-facing and faces into three operating groups. You will excel by building trusted relationships and leveraging their strategic capability to see the big picture and align cybersecurity initiatives with overall business objectives. You will be the trusted advisor in the Asia-Pacific region for two divisions: Macquarie Asset Management and Macquarie Capital.
You will manage the cyber risk profile of central support groups by assessing risks, defining and monitoring mitigation measures, and driving risk reduction through standards and central solutions. You will serve as the key link between central support group teams and the central cybersecurity function, providing oversight for business projects by translating cyber risks into clear guidance for leaders. You will also be developing and reporting cybersecurity metrics to senior leadership, delivering targeted awareness and training, and supporting investments, mergers, and acquisitions through cyber due diligence and expert input into legal and commercial activities.
In this role, you will act as the trusted advisor for cybersecurity to a broad range of stakeholders including technology, finance, risk and compliance teams, and legal. This role is business-facing and faces into three operating groups. You will excel by building trusted relationships and leveraging their strategic capability to see the big picture and align cybersecurity initiatives with overall business objectives. You will be the trusted advisor in the Asia-Pacific region for two divisions: Macquarie Asset Management and Macquarie Capital.
You will manage the cyber risk profile of central support groups by assessing risks, defining and monitoring mitigation measures, and driving risk reduction through standards and central solutions. You will serve as the key link between central support group teams and the central cybersecurity function, providing oversight for business projects by translating cyber risks into clear guidance for leaders. You will also be developing and reporting cybersecurity metrics to senior leadership, delivering targeted awareness and training, and supporting investments, mergers, and acquisitions through cyber due diligence and expert input into legal and commercial activities."
cyber-security,IT Staff (Network & Hardware Support),Pengiklan Anonim,Jakarta Pusat,https://id.jobstreet.com/id/job/92091224?type=standard&ref=search-standalone&origin=cardTitle#sol=43846c465c542ab16e4725743b26efcad3eccaf0,"Job Description:
We are looking for a dedicated and detail-oriented IT Staff to join our team, specializing in
network security and hardware support
. The successful candidate will be responsible for maintaining the integrity and security of our IT infrastructure, ensuring stable and secure network operations, and providing hardware support to all employees.
Key Responsibilities:
Monitor, maintain, and troubleshoot network infrastructure (LAN, WAN, Wi-Fi, firewalls, VPNs).
Implement and maintain security measures to protect data, systems, and networks from unauthorized access, cyber threats, and vulnerabilities.
Install, configure, and repair hardware (PCs, laptops, printers, servers, routers, switches, etc.).
Conduct routine system checks, updates, and preventive maintenance to minimize downtime.
Provide technical support for end-users regarding hardware, network, and connectivity issues.
Assist in planning, implementing, and upgrading IT systems, hardware, and security protocols.
Maintain accurate IT inventory records, including hardware, software, and licenses.
Collaborate with other IT team members to resolve complex issues and ensure system reliability.
Create and maintain documentation for IT policies, procedures, and troubleshooting guides.
Stay updated with the latest developments in IT security threats and solutions.
Willing to work in Kedoya Area, West Jakarta
Job Requirements:
Education & Experience:
Bachelor’s degree in Information Technology, Computer Science, or a related field (preferred).
1–3 years of experience in IT support, network security, or hardware maintenance (fresh graduates with strong technical skills are welcome to apply).
Technical Skills:
Strong knowledge of networking (TCP/IP, DHCP, DNS, VLAN, VPN, firewalls).
Experience with network devices (routers, switches, firewalls, access points).
Familiarity with network security concepts (antivirus, IDS/IPS, endpoint security, data backup).
Proficiency in hardware troubleshooting, installation, and maintenance (desktops, laptops, printers, servers).
Knowledge of Windows and Linux operating systems (basic server administration is a plus).
Experience with IT helpdesk/ticketing systems is an advantage.
Soft Skills:
Strong problem-solving and analytical abilities.
Good communication and teamwork skills.
Ability to work under pressure and manage multiple tasks.
High attention to detail and a proactive attitude."
cyber-security,Security Officer,Juara Holding Group,Denpasar,https://id.jobstreet.com/id/job/91753882?type=standard&ref=search-standalone&origin=cardTitle#sol=4dc99fc5bb7cfa99f365c4c6c2655a10b0f14fd7,"About Juara Holding Group
Juara Holding Group is a Bali-based holding company managing a diverse portfolio across hospitality, property, lifestyle, and digital services. We are committed to maintaining a safe, comfortable, and well-managed environment for employees, guests, and business operations.
Role Overview
We are looking for a disciplined and alert Security Officer responsible for maintaining safety, security, and order within the company. This role also supports basic operational activities without compromising primary security responsibilities.
Key Responsibilities
1. Area Security & Patrol
Maintain security across office and operational areas
Conduct routine patrols
Identify and report potential risks or suspicious activities
2. Access Control & Area Management
Monitor entry and exit of employees, guests, and vehicles
Secure all access points after operational hours
Manage parking and vehicle flow
Ensure all visitors follow registration procedures
3. Guest Handling & Administration
Welcome and assist guests
Record visitor data in the logbook
Receive and distribute deliveries or packages
4. Operational Support (GA Support)
Provide operational support to General Affairs when required
Assist with basic operational needs (e.g., water gallons, light lifting)
Enforce company rules within authority
Escalate violations to HR or management
5. Monitoring & Reporting
Monitor security systems
Prepare daily reports and document incidents
Report incidents or emergencies promptly
6. Emergency & Safety Response
Respond to emergencies (fire, accidents, security threats)
Support evacuation procedures
Coordinate with internal teams or authorities
Ensure workplace safety (K3), including electrical checks before closing
7. Professional Conduct
Maintain discipline, alertness, and responsibility
Communicate firmly and respectfully
Represent the company in maintaining safety and order
8. SOP Compliance
Follow company SOP and security procedures
Attend briefings and execute assigned instructions
Requirements
Minimum SMA/SMK or equivalent
Minimum 2 years experience as Security Officer
A Gada Pratama certification is a plus
Experience in hospitality, tourism, or property is preferred
Strong situational awareness and sense of responsibility
Understanding of safety procedures and emergency response
Ability to write clear reports
Basic English proficiency
No criminal record (SKCK required)
Soft Skills & Attitude
Disciplined, honest, and responsible
Good communication skills
Able to work under pressure
Neat and professional grooming
Firm yet polite in enforcing rules
How to Apply
Please submit your latest CV (PDF/JPG) and Supporting documents"
cyber-security,Security Project Manager,PT Global Arrow,Jawa Timur,https://id.jobstreet.com/id/job/92178220?type=standard&ref=search-standalone&origin=cardTitle#sol=7163874df32022109f4890a0a7c12cc7364220a2,"PROJECT MANAGER (Security Project) – Jawa Timur
Penempatan: Project PGN Saka – Jawa Timur
Kami membuka kesempatan bagi tenaga profesional untuk bergabung sebagai Project Manager pada proyek PGN Saka di wilayah Jawa Timur.
Kualifikasi:
Pendidikan minimal S1 (wajib melampirkan ijazah)
Memiliki pengalaman sebagai GFC / Project Manager
Memiliki KTA aktif
Memiliki Sertifikat minimal Gada Utama
Memiliki SKCK yang masih berlaku
Memiliki Sertifikat Investigasi
Memiliki Sertifikat Intelligence
Memiliki sertifikasi security lainnya menjadi nilai tambah
Bersedia ditempatkan di project PGN Saka wilayah Jawa Timur
Memiliki kondisi kesehatan yang baik dan siap bekerja di area project
Dokumen Wajib:
CV lengkap yang mencantumkan:
Nama lengkap
Tempat & tanggal lahir
Agama
Alamat tempat tinggal
Nomor HP aktif
Riwayat pendidikan minimal S1
Pengalaman kerja
Jabatan terakhir GFC / PM
Lampiran dokumen:
Ijazah pendidikan Terakhir
SKCK aktif
KTA aktif
Sertifikat Gada Utama
Sertifikat Intelligence & Investigasi
Sertifikat security lainnya
Surat Ketarangan Sehat / MCU Fit to Work dari RS atau Klinik
Ketentuan Tambahan:
Alamat pada CV, KTP, dan surat kesiapan bekerja harus sesuai/domisili Jawa Timur atau bersedia bekerja di wilayah project PGN Saka Jawa Timur.
Hanya kandidat yang memenuhi kualifikasi yang akan diproses lebih lanjut."
cyber-security,DevOps Engineer,"PT. Trimegah Sekuritas Indonesia, Tbk",Jakarta Selatan,https://id.jobstreet.com/id/job/92175212?type=standard&ref=search-standalone&origin=cardTitle#sol=ec1554941fbfe997fce1d1afb1c53fd4d22e3545,"Job description :
Design and implement CI/CD pipelines using tools like Jenkins, GitLab CI, or GitHub Actions.
Manage Infrastructure as Code (IaC) using Terraform, Ansible, or CloudFormation.
Monitor application and infrastructure performance using observability tools such as Prometheus, Grafana Stack, and the ELK Stack.
Ensure security best practices in deployment workflows and cloud environments, including secrets management and vulnerability scanning.
Collaborate with development, QA, and operations teams to streamline software delivery and incident response.
Automate system provisioning, configuration, and deployment processes.
Maintain and improve container orchestration platforms like Kubernetes and Docker Swarm.
Participate in incident management, post-mortems, and root cause analysis to improve system reliability.
Requirements
Bachelor’s degree in Computer Science, Software Engineering, or a related field.
Minimum 3 years of experience in DevOps, Site Reliability Engineering (SRE), or related roles.
Proficiency in scripting languages such as Python, Bash, or Go.
Hands-on experience with cloud platforms (AWS, Azure, GCP).
Familiarity with DevSecOps practices and tools.
Experience working in a similar business domain or industry is highly preferred.
Certifications such as AWS,GCP, DevOps Engineer, CKA/CKAD, or Docker Certified Associate are a plus.
Soft Skills:
Strong collaboration and communication skills across cross-functional teams.
Analytical mindset with a focus on problem-solving and continuous improvement.
Ability to work in a fast-paced, agile, and dynamic environment.
Proactive attitude toward automation, efficiency, and resilience."
cyber-security,VP of Technology,Pengiklan Anonim,Jakarta Raya,https://id.jobstreet.com/id/job/91703463?type=standard&ref=search-standalone&origin=cardTitle#sol=5d95a8b8c531caedfd5964a9e8009ead343410fd,"The VP of Technology is responsible for developing and executing the company’s technology strategy to support business scalability, operational efficiency, and product innovation.
Key Responsibilities
Develop and execute a technology roadmap aligned with overall business strategy (growth, profitability, operational excellence).
Lead the development, stability, and enhancement of logistics and fulfillment systems such as WMS, TMS, and OMS.
Ensure system scalability, reliability, and performance, especially during peak campaign periods.
Oversee engineering, data, and infrastructure teams (backend, frontend, QA, DevOps).
Drive the adoption of data-driven decision-making (forecasting, optimization, cost efficiency).
Ensure security, compliance, and data protection, particularly for enterprise clients.
Collaborate cross-functionally with Product, Operations, and Commercial teams to deliver impactful features.
Optimize the technology cost structure (cloud cost, infrastructure efficiency, build vs. buy decisions).
Foster an engineering culture focused on excellence (agile practices, CI/CD, code quality).
Requirements
Bachelor’s/Master’s degree in Computer Science, Engineering, or related field.
10–15 years of experience in technology, with at least 5 years in a senior leadership role (Head/VP/CTO level).
Experience in e-commerce, supply chain, or marketplace industries is strongly preferred.
Deep understanding of distributed systems and microservices architecture, cloud infrastructure (AWS, GCP, or Azure), and data engineering and analytics
Proven experience handling: high-volume transaction systems and system scaling and performance optimization
Strong leadership capability in: building engineering teams and managing cross-functional stakeholders
Strong ability to translate business needs into practical, scalable tech solutions."
cyber-security,Security,Geonet Property & Finance Group,Badung,https://id.jobstreet.com/id/job/92040690?type=standard&ref=search-standalone&origin=cardTitle#sol=695f0fea3f8f46b0fd098020a4c1ef9217b27f17,"Geonet is looking for a reliable and disciplined Office Security to help maintain a safe, secure, and comfortable working environment for all employees and visitors. This role is responsible for monitoring office access, conducting security patrols, handling incidents, and supporting daily office security operations.
Responsibilities
Monitor and control access to the office premises
Conduct routine patrols to ensure office safety and security
Monitor CCTV systems and security equipment
Handle visitor registration and maintain security logs
Respond quickly to incidents, emergencies, or suspicious activities
Support office opening and closing procedures
Ensure company assets and facilities are protected
Coordinate with building management or authorities when needed
Enforce company security and safety procedures
Report incidents, hazards, or unusual activities to management
Requirements
Minimum High School Diploma or equivalent
Previous experience in security or related field is preferred
Security certification/license is a plus
Physically fit and able to work in rotating shifts
Willing to work weekends, night shifts, and Public Holidays
Good communication and interpersonal skills
Responsible, disciplined, alert, and trustworthy
Able to stay calm under pressure and respond effectively in emergencies
Basic understanding of workplace security and safety procedures
What We’re Looking For
We are seeking someone who is dependable, attentive, and professional, with a strong sense of responsibility in maintaining workplace safety and security."
cyber-security,Workplace Security Architect,Macquarie Group,Indonesia,https://id.jobstreet.com/id/job/92200495?type=standard&ref=search-standalone&origin=cardTitle#sol=1a8ecb7c39e26fb423ac9daa963a85b3a11b21a3,"Additional office locations
Sydney
Job ID
22195
Date
19-May-2026
Permanent - Full time, Senior, Contractor/Agency Worker
Job category
Technology - Security
Your responsibilities will include serving as a resource to our various business lines by partnering with technical delivery teams to work with technologies, including cloud infrastructure (AWS, GCP, Azure), MDM providers, identity providers, and automation tools, to help drive the secure evolution of the organisation. You will also be involved in working with various stakeholders to provide security advice, helping them understand the severity of security risks and the associated remediation activities. Additionally, you will be reviewing our security capabilities, providing recommendations, and collaborating with stakeholders to uplift the security capability landscape, as well as contributing to the development of security architecture patterns.
Your responsibilities will include serving as a resource to our various business lines by partnering with technical delivery teams to work with technologies, including cloud infrastructure (AWS, GCP, Azure), MDM providers, identity providers, and automation tools, to help drive the secure evolution of the organisation. You will also be involved in working with various stakeholders to provide security advice, helping them understand the severity of security risks and the associated remediation activities. Additionally, you will be reviewing our security capabilities, providing recommendations, and collaborating with stakeholders to uplift the security capability landscape, as well as contributing to the development of security architecture patterns."
cyber-security,IT Quality & Compliance Manager,PT Shape-Up Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91616043?type=standard&ref=search-standalone&origin=cardTitle#sol=df9e47364f26bdaa6fc26042bc6286197ab4c585,Deskripsi tidak ditemukan
cyber-security,IT Infrastructure,PT ASABA Digital Innotech,Setiabudi,https://id.jobstreet.com/id/job/92228274?type=standard&ref=search-standalone&origin=cardTitle#sol=b50cf8e0e0b0f77a20d984d5205357b10a6689f2,"Kualifikasi:
Mampu sebagai administrator infrastruktur TI (Server, Storage, Network)
Mampu melakukan instalasi, konfigurasi Operating System (Windows/Linux)
Mampu melakukan instalasi, konfigurasi Application Server & Database
Memahami IT System Monitoring, SLA Availability dan hal lain terkait standart compliance (khususnya ISO27001)
Mampu berkolaborasi dengan Developer terkait dengan Operasioanal sistem aplikasi
Job Desk :
Melakukan monitoring dan membuat laporan availability atas sistem TI yang berjalan
Melakukan implementasi proyek insfrastruktur TI
Melakukan laporan operasional TI dan dokumentasi terkait
Melakukan koordinasi dengan tim Developer atas kebutuhan infrastruktur dan deployment aplikasi
Sebagai penghubung antara client dan tim serta manajemen terkait dengan kendala dan kebutuhan Infrastruktur TI"
cyber-security,Cloud Engineer / DevOps Engineer,PT EVOLUSI TEKNOLOGI SOLUSI,Jakarta Pusat,https://id.jobstreet.com/id/job/91845778?type=standard&ref=search-standalone&origin=cardTitle#sol=479c318cc5b5b63e6a8ffe50556cc705de11a165,"PT EVOLUSI TEKNOLOGI SOLUSI, sebuah perusahaan IT Consultant di Indonesia, saat ini sedang mencari seorang
Cloud Engineer & DevOps Engineer
yang berpengalaman dan berbakat untuk penempatan di klien kami di Jakarta Pusat (banking). Sebagai Cloud Engineer atau DevOps Engineer (salah satu), Anda akan memainkan peran kunci dalam mengembangkan dan menjaga infrastruktur cloud dan otomasi proses kami, dengan fokus pada efisiensi, keandalan, dan skalabilitas.
Persyaratan
Gelar sarjana dalam Ilmu Komputer, Teknologi Informasi, atau bidang terkait.
Minimal 3 tahun pengalaman sebagai Cloud Engineer atau DevOps Engineer dalam lingkungan enterprise.
Berpengalaman menggunakan platform cloud publik seperti AWS, Azure, atau Google Cloud.
Mahir dalam alat DevOps seperti Jenkins, Docker, Kubernetes, dan Terraform.
Pengetahuan mendalam tentang konsep dan praktik DevOps, termasuk CI/CD, pemantauan, dan pemecahan masalah.
Kemampuan berkomunikasi yang baik dan kemampuan berkolaborasi dengan tim pengembangan.
Proaktif, berorientasi pada penyelesaian masalah, dan kemampuan belajar cepat."
cyber-security,Senior Azure Engineer  (Entra ID),Avanade Malaysia Sdn Bhd,Jakarta Raya,https://id.jobstreet.com/id/job/91816106?type=standard&ref=search-standalone&origin=cardTitle#sol=1f73fcc06684fed6a21260e8dd7def258722d231,"Summary
Our fast, client-focused, dynamic environment wants your consulting management skills and desire to make a difference. Use Avanade’s tech, innovation and leadership to make a genuine human impact. Enjoy seeing an impact on clients, too, as you solve interesting challenges in a way that’s flexible to your approach to work—and life. Chart your own career path with us.
Come join us
As a Customer Engineer, you will collaborate directly with customer teams to provide expert advisory services across a range of technologies. By leveraging structured intellectual property (MIP) engagements, you will establish trusted advisor relationships and guide customers towards achieving a healthy and secure state.
Together we do what matters.
Key responsibilities
Design, implement, and manage
Microsoft Entra ID
solutions to support secure identity and access management across cloud and hybrid environments.
Define and enforce
Role-Based Access Control (RBAC)
to ensure least-privilege access and compliance with organizational security policies.
Manage Entra ID identities, including:
User accounts
Service principals
Group management
(security and Microsoft 365 groups)
Configure and administer
Entra ID Enterprise Applications
, including app registrations, permissions, consent, and lifecycle management.
Design, implement, and troubleshoot
authentication models
, including:
Cloud authentication (Password Hash Sync / Pass-Through Authentication)
Federated authentication
Modern authentication protocols such as
OAuth, SAML, OpenID Connect (OIDC), and Kerberos
Passwordless authentication using
FIDO2 and Passkeys
Implement and manage
device identity and access scenarios
, including
Hybrid Azure AD Join
and
Azure AD Join (AADJ)
.
Plan, deploy, and operate
account synchronization solutions
, including:
Microsoft Entra ID Connect
Entra Cloud Sync
Configure and maintain
Entra ID P1 and P2 security features
, including:
Conditional Access policies
Multi-Factor Authentication (MFA)
Risk‑based access controls
Security reporting and operational troubleshooting
Implement and support
Self-Service Password Reset (SSPR)
and
Entra Password Protection
, including:
Password policy configuration
Integration with on‑premises Active Directory
Deliver
Entra ID Governance
capabilities, including:
Privileged Identity Management (PIM)
Periodic and self-service access reviews
Identity-related compliance and audit support
Monitor, investigate, and remediate identity risks using
Entra ID Protection
.
Leverage
Microsoft Graph API
fundamentals to support identity automation, reporting, and integration scenarios.
Collaborate with security, infrastructure, and application teams to ensure secure identity architectures and seamless integration across platforms.
Skills and experiences
·       Bachelor’s Degree (or higher) in Information Technology, or a related field or equivalent experience.
·
Experience in conducting technical workshops, training sessions, and webinars to educate customers on the best practices and new features of Microsoft
·       10+ years experience with customer-facing roles in
Strong experience with
Microsoft Entra ID (Azure AD)
, including RBAC, user, group, and application management.
Solid understanding of
authentication and identity models
, including SSO, MFA, Conditional Access, OAuth, SAML, and passwordless authentication.
Hands-on experience with
hybrid identity
setups, including Entra ID Connect, Cloud Sync, and device join (Hybrid AADJ / AADJ).
Knowledge of
Entra ID P1/P2 security and governance features
, such as Conditional Access, PIM, access reviews, and identity protection.
Experience securing and managing
enterprise applications
integrated with Entra ID.
Ability to troubleshoot identity, access, and authentication issues in cloud and hybrid environments.
Familiarity with
identity automation and management tools
, including basic Microsoft Graph API usage.
Nice to Have
Experience with ADFS, AD CS, or legacy identity systems
Exposure to Azure security tools (Microsoft Sentinel, Azure Monitor, Defender)
Relevant Microsoft or security certifications (e.g., Identity & Access Admin, CISSP)
Relevant Certifications
o   Microsoft Certified: Identity and Access Administrator Associate or equivalent
o   Microsoft Certified: Cybersecurity Architect Expert or equivalent
o   Microsoft Certified Trainer or equivalent
o   Certified Information Systems Security Practitioner (CISSP) or equivalent"
cyber-security,Presales Engineer (Microsoft Modern Workplace & Security),"PT. Metrodata Electronics, Tbk",Jakarta Raya,https://id.jobstreet.com/id/job/92028067?type=standard&ref=search-standalone&origin=cardTitle#sol=b60c43a98a272960d30f6a592b5b818059d950fb,"PT Metrodata Electronics, TBK (Digital Solution Provider & Technology Innovator) would like to invite you to be part of the company to develop yourself and your skills. So let’s apply for the following open positions and have career with us.
We are looking for a highly motivated Presales Engineer specializing in Microsoft Modern Workplace and Security solutions to join our team. This role will work closely with the sales team to design, present, and position Microsoft-based solutions that address customer business and technical challenges.
The ideal candidate will have strong technical knowledge of Microsoft cloud technologies and the ability to translate complex technical solutions into business value for customers.
Key Responsibilities
• Support the sales team in identifying customer requirements and translating them into technical solutions.
• Design and propose solutions based on Microsoft Modern Workplace and Security technologies.
• Deliver technical presentations, product demonstrations, and solution workshops to customers.
• Develop solution architectures, technical proposals, and Bill of Quantity (BoQ).
• Work with customers during proof-of-concept (POC) and technical validation.
• Collaborate with vendors and internal engineering teams to ensure successful solution delivery.
• Stay updated with the latest Microsoft technologies and industry trends.
Required Skills & Experience
• Minimum 3 years of experience in a Presales or Solution Engineer role.
• Strong knowledge of Microsoft Modern Workplace solutions, including:
• Microsoft 365
• Microsoft Teams
• SharePoint Online
• Endpoint Management (Intune)
• Knowledge of Microsoft Security solutions such as:
• Microsoft Defender
• Microsoft Entra ID
• Microsoft Purview
• Security & Compliance
Preferred Qualifications
• Microsoft certifications are a strong plus (e.g., MS-900, SC-900, MD-102, SC-200).
• Experience in solution design, proposal development, and technical presentations.
• Strong communication and customer-facing skills.
• Ability to work collaboratively with sales, engineering, and partners."
cyber-security,Product & Presales (Cybersecurity),PT Intikom Berlian Mustika,Mampang Prapatan,https://id.jobstreet.com/id/job/91776988?type=standard&ref=search-standalone&origin=cardTitle#sol=e6b3e3b9b7f2beddaa3f1598e0c3a19e62f2037e,"Job Description:
Develop solutions and organize, plan, create, and deliver compelling proof-of-concept demonstrations.
Prepare cost estimates and technical proposals that meet client requirements.
Ensure solutions stated in the Statement of Work adhere to best practices and align with client requirements.
Liaise with principals to gain in-depth knowledge that can be communicated to customers, including user behavior and potential client-requested changes.
Respond to requests for information (RFIs) and request for proposals (RFPs) in a detailed and professional manner.
Regularly meet with team members to discuss progress and identify opportunities for business improvement.
Requirements:
Minimum 3 years of working experience as a Presales Consultant or in Product Management within the IT industry.
Strong knowledge of at least one of the following Security Products is a MUST:
Cloud security (Akamai, Cloudflare)
Microsegementation (Akamai, ColorTokens)
SASE (Zscaler, Netskope)
Document Control (IP-Guard)
Microsoft Security (intune)
Device Management
Bachelor's degree in information technology, System Information, Computer Engineering, or Industrial Engineering.
Ideal candidates will possess excellent communication and presentation skills in both Indonesian and English.
Strong interpersonal skills, including the ability to present to audiences ranging from C-Level executives to end-users. Can clearly articulate the value that Profile products bring to an organization and earn trusted advisor respect. Capable of delivering well-executed system presentations and effectively conveying the product's value.
Willingness to learn Profile products and stay updated with the fast-paced changes in the industry"
cyber-security,DevSecOps Engineer,"PT. BFI FINANCE INDONESIA, Tbk",Kecamatan Tangerang,https://id.jobstreet.com/id/job/91226710?type=standard&ref=search-standalone&origin=cardTitle#sol=743fb8b789db8c7f122b519afbf4c449bd43ceaa,"Job Description
Integrate security practices across the entire Software Development Life Cycle (SDLC), including CI/CD pipelines and mobile application development
Develop and manage automated security testing, covering SAST, DAST, SCA, Infrastructure as Code (IaC), and mobile application security testing
Identify, prioritize, and continuously reduce the backlog of application vulnerabilities (web and mobile)
Drive and strengthen secure coding practices across engineering teams for both web and mobile applications
Requirements
5 years of experience in DevOps or Site Reliability Engineering, with at least 3 years focused on security.
Proven experience in delivering technology projects within the financial services, banking, or e-commerce sectors
Proven track record of managing production-scale microservices architectures.
Automation-driven, strong engineering mindset and R&D-oriented
Relevant certifications (e.g., CKA/CKAD, CKS, or AWS Certified Security Specialty) are highly preferred.
Understanding of the Indonesian financial landscape and local regulatory requirements for data sovereignty.
Fluent in Bahasa Indonesia and professional proficiency in English.
Medical & Health Insurance
Performance Bonus
Flexible Time
Life Insurance
Training & Professional Development
Transportation Allowances
Maternity & Paternity Leave"
cyber-security,DevOps Engineer,PT Digdaya Duta Digital,Setiabudi,https://id.jobstreet.com/id/job/91779286?type=standard&ref=search-standalone&origin=cardTitle#sol=4584b0af6053f0b9bbb00de013f4955752d18b44,"DevOps Engineer – Dens AI
Dens AI is looking for an experienced DevOps Engineer to manage and optimize infrastructure, ensure system security, and maintain CI/CD pipelines to support reliable and secure AI system operations.
Responsibilities
Manage and automate infrastructure to ensure optimal performance and scalability
Ensure the security, reliability, and availability of systems and applications
Manage and maintain CI/CD pipelines for efficient development and deployment
Collaborate with development and AI teams to support system operations
Requirements
Minimum
5 years of experience
in DevOps, cloud infrastructure, or system operations
Bachelor’s degree (S1) in Computer Science, Engineering, or a related field
Strong understanding of infrastructure management, system security, and CI/CD practices
Good problem-solving skills and ability to work collaboratively in a team"
cyber-security,Cloud Engineer,PT Lintas Media Danawa,Tangerang,https://id.jobstreet.com/id/job/91669387?type=standard&ref=search-standalone&origin=cardTitle#sol=4b0ee2b49302aed0b3645b41416e72658409bad5,"Job Responsibilities
Rancang dan implementasi arsitektur hybrid on-premise. GCP (VPC, VPN/Interconnect, IAM).
Bangun dan pelihara pipeline CI/CD (build, test, deploy, rollback, artifact).
Kelola infrastruktur sebagai kode (Terraform, Ansible) dan standar environment.
Observability end-to-end: logging, metrics, tracing, alerting (Prometheus, Grafana, EFK, Cloud Monitoring).
Reliability & SRE: SLI/SLO/SLA, incident response, postmortem, capacity & cost optimization.
Security & compliance: secrets management, patching, OS/network hardening, audit trail.
Messaging readiness: provisioning dan tuning NATS (cluster/JetStream) & Google Pub/Sub.
Kolaborasi dengan developer/QA untuk release readiness & stabilitas environment.
Hard Skills
Platform & Cloud
Linux, Docker
GCP (IAM, VPC, Cloud SQL, GCS, Artifact Registry, Cloud Run/GKE)
Automation & IaC
Terraform, Ansible
Git, GitOps/ArgoCD
CI/CD
GitLab CI / GitHub Actions
Strategi rollback & progressive delivery
Observability
Prometheus, Grafana
ELK/EFK / Cloud Logging & Monitoring
Network & Security
TLS/SSL, reverse proxy (NGINX/HAProxy)
OS & network hardening, IAM policy
Messaging & Eventing
NATS (pub/sub, request-reply, JetStream)
Google Pub/Sub
Nice to Have
Pengalaman GKE tingkat lanjut
Service Mesh (Istio/Linkerd)
HashiCorp Vault
PCI/ISO27001 exposure
Tools — Tooling
Terraform
Ansible
GitLab/GitHub
ArgoCD
Docker
GCP Console/CLI
Prometheus
Grafana
EFK/ELK
NATS CLI
Sertifikasi (Opsional)
Google Professional Cloud DevOps Engineer
CKA/CKAD"
cyber-security,Senior IT Auditor,PT Perisai Digital Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/91910936?type=standard&ref=search-standalone&origin=cardTitle#sol=d42a9914f4c7eeace60922d7f92fa9003d588a6d,"Hello from Cisometric!
We are currently seeking qualified individuals to join us as a Senior IT Auditor.
Responsibilities
Perform IT Security audits (e.g. IT Compliance Audit, IT General Control, IT Application Control, IT Security Review, IT Audit based on local laws and regulations UU, PP, POJK, PBI etc.)
Advise on IT governance, security policies, data protection measures, and technical security implementations tailored to the needs of the organization.
Qualifications
At least 5 years experienced in IT Audit roles. Preferably with additional expertise in IT Governance, Risk Management, Compliance (GRC), or Information Security.
Have experience in implementing IT audit procedures, including IT General Control, Application Control, IT Security Review, and audits according to ISO 27001 requirements, as well as audits based on local laws and regulations UU, PP, POJK, PBI, etc.
Possess professional certifications (e.g., CISA, ISO/IEC 27001 Lead Auditor) or other relevant certifications
Demonstrating expertise in IT audit, risk management, and information security.
Have a good understanding of IT infrastructure, including network architecture, firewalls, routers, and switches.
Solid knowledge of IT General Controls (ITGC) access management, change management, data backup and recovery, system operations, and SDLC governance, and basic cybersecurity principles.
Familiarity with security technologies and practices, including but not limited to: Network Security, Application Security, Cloud Security, Endpoint Security, Incident Response
Excellent interpersonal and communication abilities.
Proficient in English, both written and spoken."
